Year,Month,Day,Period,10 SOUTHWST,20 MEXICO,21 IMPERIAL,22 SANDIEGO,24 SCE_OTHR,25 LAORANGE,26 LADWP,31 SNFRNCSC,32 BAYAREA,34 FRESNO,35 GEYSERS,36 HUMBOLDT,37 SIERRA,38 CNTCOAST,39 PGE_OTHR,40 NORTHWST,50 CANADA,60 ROCKY MT,61 IDAHO,64 N NEVADA,80 SMUD,CISO DWR,FULTON   20 {3531 CE},FULTON   20 {3531 NE},FULTON   20 {3531 NH base case},FULTON   20 {3531 NH future case},HELMS PP 20 {3432 NP base case},HELMS PP 20 {3432 NP future case},HUMBOLDT 20 {3631 NB},MC CALL  20 {3433 NH base case},MC CALL  20 {3433 NH future case},MESA CAL  20 {2438 SR},MESA CAL  20 {2438 SS},MESA CAL  20 {2438 SS New},MESA CAL  20 {2438 SW},MESA CAL  20 {2438 SW New},MESA CAL  20 {3438 SH base case},MESA CAL  20 {3438 SH future case},PITSBURG  20 {3234 NW},PITSBURG  20 {3234 NW New},ROUND MT  20 {3931 NB},ROUND MT  20 {3931 NH base case},ROUND MT  20 {3931 NH future case},SUMMIT   20 {3931 NH base case},SUMMIT   20 {3931 NH future case},TESLA     20 {3933 NB},TESLA     20 {3933 NW},TESLA     20 {3933 NW New},TESLA     20 {3933 NH base case},TESLA     20 {3933 NH future case},CANAD G1 20 {5031 H base case},CASTAI4G 20 {2638 P base case},CMAIN GM 20 {5032 H base case},COLOEAST 20 {7031 P base case},COTWDWAP 20 {8033 H base case},COULEE   20 {4131 H base case},CRAIG    20 {7032 H base case},CRAIG    20 {7032 P base case},DALLES21 20 {4039 H base case},EMERY    20 {6533 H base case},HANFORD  20 {4132 H base case},HOOVER   20 {1331 H base case},IMPERIAL 20 {2130 H base case},JOHN DAY 20 {4035 H base case},MALIN    20 {4031 H base case},MIDPOINT 20 {6132 H base case},MONTA G1 20 {6235 H base case},NAUGHT   20 {6335 H base case},NAVAJO 2 20 {1232 H base case},NORTH G3 20 {4231 H base case},OWENS G  20 {2637 H base case},RNCHSECO 20 {8034 H base case},SJUAN G4 20 {1034 H base case},WCASCADE 20 {4232 H base case},CANAD G1 20 {5031 H future case},CASTAI4G 20 {2638 P future case},CMAIN GM 20 {5032 H future case},COLOEAST 20 {7031 P future case},COTWDWAP 20 {8033 H future case},COULEE   20 {4131 H future case},CRAIG    20 {7032 H future case},CRAIG    20 {7032 P future case},DALLES21 20 {4039 H future case},EMERY    20 {6533 H future case},HANFORD  20 {4132 H future case},HOOVER   20 {1331 H future case},IMPERIAL 20 {2130 H future case},JOHN DAY 20 {4035 H future case},MALIN    20 {4031 H future case},MIDPOINT 20 {6132 H future case},MONTA G1 20 {6235 H future case},NAUGHT   20 {6335 H future case},NAVAJO 2 20 {1232 H future case},NORTH G3 20 {4231 H future case},OWENS G  20 {2637 H future case},RNCHSECO 20 {8034 H future case},SJUAN G4 20 {1034 H future case},WCASCADE 20 {4232 H future case},CORONADO 20 {1131 W},CORONADO 20 {1131 W New},MALIN    20 {4031 W},MALIN    20 {4031 W New},JOHN DAY 20 {4035 W},JOHN DAY 20 {4035 W New},DALLES21 20 {4039 W},DALLES21 20 {4039 W New},COULEE   20 {4131 W},COULEE   20 {4131 W New},HANFORD  20 {4132 W},HANFORD  20 {4132 W New},WCASCADE 20 {4232 W},WCASCADE 20 {4232 W New},CMAIN GM 20 {5032 W},CMAIN GM 20 {5032 W New},MIDPOINT 20 {6132 W},MIDPOINT 20 {6132 W New},MONTA G1 20 {6235 W},MONTA G1 20 {6235 W New},BRIDGER  20 {6333 W},BRIDGER  20 {6333 W New},VALMY    20 {6433 W},VALMY    20 {6433 W New},COLOEAST 20 {7031 W},COLOEAST 20 {7031 W New},IMPERIAL 20 {2130 S},IMPERIAL 20 {2130 S New},H ALLEN  20 {1333 S New},PALOVRD2 20 {1431 S New},EMERY    20 {6533 S New}
2004,3,4,20,15585.3,1219,395.2,2803.3,10420.5,3179.9,3779.3,1010.2,5058.4,1305.5,557.1,133.2,348.7,1125.9,3843.3,26955.9,17180,11725.6,1962.8,1377,2232.7,987.1,694.4,260,15.82222222,20.45384615,0,1,38.7,1374.740991,1209.6,756.8,0,0,762.8,1915.8,1165.8,1083.459254,2.9,0,229.3,2203.922638,1243.784718,221.9,221.9,139.5,1.2,1.3,3049.4,3049.4,7084.333479,0,2414.087884,0,1234.196729,7333.609062,521.6363755,0,1949.344269,34,3101.226115,785.5556199,435,2348.94637,753.2,429,534,706,751.1225335,2386.275887,96,599,1218,442,7409.885228,1,3150.914772,90.84989793,1368,5340.153631,601,90.7,2035.115202,24.8,3615.561774,1727.024498,435,2826.8,753.2,429,534,625,629,2783.2,65.2,417.2,837.1863341,442,114.1,1412.1,21.7,2.7,26,0.4,31.4,23.9,107.7,67.3,4,75,3.8,0.4,175.8,636.5,21.7,0,46.2,340.7,228.5,2784,30.2,350.7,258.9,404.6,0,0,0,31.9,0
2004,3,4,21,15433,1191.3,383.8,2703,10157.4,3110.2,3620.2,971.4,4908.2,1250.4,532.9,128.2,333.9,1108.3,3767.8,26089.5,16851.8,11483.5,1924.5,1345.5,2154.9,1206.9,694.4,260,12.82222222,17.45384615,0,1,38.7,1471.36934,1008,756.8,0,0,899.9,2259.9,1040.540147,949.6592539,5.5,0,229.3,2106.657038,932.5285004,221.9,196.1,139.5,2.3,2.4,2699,2699,6928.521007,0,2230.000356,0,1076.996729,8470.455004,452.6363755,0,1657.144269,34,2532.426115,732.2,435,1981.74637,655.4,429,603,706,629,2024.475887,85.2,530,1118.169192,385,7279.587983,1,2735.156728,1,1210.8,4937.869466,532,1,1742.915202,20.6,3229.272623,1482.824498,384.6,2459.6,851,429,465,544,503,3145,54.4,348.2,697.3863341,499,190.3,2354.9,20.8,2.6,16.6,0.2,45.7,34.8,96.9,60.6,6.8,125.9,2.3,0.3,163.7,592.7,17.4,0,46.6,343.6,215.7,2629,30.8,356.8,303,473.6,0,0,0,0,0
2004,3,4,22,14927.9,1130.4,361,2489.9,9657.2,2994.8,3414.4,918,4628.2,1168.6,494.2,121.1,325.4,1097.9,3620.1,24610,16334.2,10974.4,1779.5,1289.9,2025,1486.2,694.4,260,9.82222222,14.45384615,0,1,42.3,1321.634594,806.4,756.8,0,0,978.8,2458,906.7401474,815.8592539,11.5,0,250.7,1840.63842,739.2,204.2166667,170.3,152.5,4.9,5.1,2348.6,2348.6,6734.684686,0,2005.836677,0,919.7967289,8756.980483,383.6363755,0,1364.944269,34,2099.328821,488,435,1614.54637,557.6,621.3076695,534,706,503,1662.675887,74.4,599,1020.71559,328,7108.75034,1,2294.156728,1,1053.6,5185,463,1,1450.715202,16.4,2660.472623,1238.624498,334.2,2092.4,753.2,429,396,463,377,3145,43.6,279.2,557.5863341,442,204.1,2525.4,23.1,2.9,10.3,0.1,59.2,45,82.4,51.5,12.4,230.7,3.9,0.5,176.7,639.9,3.7,0,52.2,384.9,195,2375.7,30.5,353.3,313,489.1,0,0,0,0,0
2004,3,4,23,13922.9,1042.7,332.1,2217.1,8917.1,2756.6,3130.2,838.4,4243.3,1072.3,445,108.2,311.3,1002.7,3392.9,22667.5,15501.3,10178.3,1652.6,1208.1,1831.1,1606.1,694.4,260,6.82222222,11.45384615,0,1,42.3,1120.034594,604.8,756.8,0,0,1015.8,2551.1,772.9401474,682.0592539,16,0,250.7,1471.03842,1003.349869,178.4166667,144.5,152.5,6.8,7.1,1998.2,1998.2,5854.484686,0,2446.836677,0,762.5967289,8069.130462,314.6363755,0,1072.744269,29.8,1530.528821,488,384.6,1247.34637,459.8,835.5076695,603,625,377,1300.875887,63.6,599,880.9155903,271,6827.040943,1,1853.156728,1,896.4,3889,394,1,1217.132251,12.2,2091.672623,994.4244976,283.8,1725.2,851,429,327,382,251,2783.2,32.8,210.2,417.7863341,499,207.6,2569.1,21,2.6,10,0.1,81.6,62,77.6,48.5,17.4,321.7,2.7,0.3,174.1,630.3,0,0,56.7,418,171.8,2093.7,32.1,372.6,332,518.8,0,0,0,0,0
2004,3,4,24,12917.1,962.2,291.3,1953.1,8180.7,2600.9,2855.1,748.7,3834.2,965.4,412.9,96.5,261.2,1011.2,3022.7,21007.5,14585.5,9460.8,1591.1,1142,1682.5,1653.6,694.4,260,6,8.45384615,0,0,42.3,918.4345939,403.2,756.8,0,0,1009.6,2535.5,639.1401474,548.2592539,29.9,0,250.7,1592.692411,1343.116447,152.6166667,118.7,152.5,12.7,13.3,1647.8,1647.8,4974.284686,0,2887.836677,0,605.3967289,6773.130462,245.6363755,0,780.5442692,25.6,1139,488,334.2,880.1463697,362,1049.707669,603,544,251,939.0758868,52.8,530,741.1155903,214,6474.143272,0,2294.156728,0,739.2,2593,325,0,1427.4703,8,1522.872623,750.2244976,233.4,1358,851,429,258,301,251,2421.4,22,141.2,280,499,216.4,2677.4,18.5,2.3,10.5,0.2,93.8,71.3,70.1,43.8,29.9,553.7,0.4,0,149.3,540.5,0,0,51.4,378.6,146.9,1790.4,33.8,392.7,360.7,563.8,0,0,0,0,0
2004,3,5,1,11111.6,826.8,224.5,1710,7004,1986.3,2478.1,655.1,3309.3,774.4,322.7,83.3,175.2,888,2467.9,17251.4,12960.8,8154.7,1324,1040.8,1410.2,1293.4,694.4,260,9,6,0,0,42.3,716.8345939,403.2,756.8,0,0,973.7,2445.4,505.3401474,601.1950492,86.9,0,250.7,1472.299676,1267.886976,126.8166667,92.9,152.5,36.9,38.7,1297.4,1297.4,4094.084686,0,2446.836677,0,448.1967289,5477.130462,176.6363755,0,998.3015816,21.4,1139,488,283.8,1233.747532,459.8,835.5076695,534,463,251,723,42,461,601.3155903,271,5593.943272,0,1853.156728,0,582,3759.555647,276,0,1135.2703,12.2,1139,977.0594374,251.2,990.8,753.2,643.2,327,324,377,2059.6,32.8,138,419.8,442,219.2,2712.1,22.5,2.8,5.6,0.1,101.7,77.3,71,44.4,26.8,496.6,0,0,142.7,516.9,0,0,59.7,440.1,147.9,1802.4,32.9,382,377.2,589.5,0,0,0,0,0
2004,3,5,2,10882.9,791.8,209.2,1625.8,6706.6,1935.4,2361,616.5,3151.6,746.7,311.6,78.5,171.3,876.7,2374.2,16846.6,12619.6,7981,1323,1023.6,1352.9,1297.6,694.4,260,6,6,0,0,42.3,515.2345939,604.8,756.8,0,0,959,2408.3,371.5401474,467.3950492,189.8,0,250.7,1632.995376,898.2869759,101.0166667,67.1,152.5,80.6,84.5,947,1647.8,3647.710911,0,2005.836677,0,605.3967289,4181.130462,138,0,1290.501582,17.2,1139,488,233.4,1600.947532,557.6,621.3076695,465,382,251,1084.8,31.2,392,461.5155903,328,4869.836921,0,1412.156728,0,512.8382057,2593,207,0,1427.4703,8,1139,732.8594374,200.8,1358,851,429,258,243,251,1697.8,22,207,280,499,224.3,2776.3,23,2.9,3.3,0,102.3,77.8,89.1,55.7,37.3,692.2,0,0,141.3,511.5,0,0,67.2,495.2,135.1,1646.8,32,371,391.5,611.8,0,0,0,0,0
2004,3,5,3,10819.9,772.8,202.6,1586.6,6541.7,1909.7,2291,595.6,3076.4,732,308,75.9,170.8,872.3,2324.6,16750.4,12474.9,7889.1,1333.5,1016.2,1331.2,1297.2,694.4,260,6,6,0,1,42.5,403.2,806.4,756.8,0,0,1000.2,2511.8,268,333.5950492,232.4,0,251.8,1588.968964,739.2,75.21666667,51,153.2,98.7,103.4,701,1998.2,3932.980471,0,1564.836677,0,448.1967289,3572.254017,138,0,1582.701582,13,1139,488,183,1968.147532,655.4,429,396,301,251,1084.8,22,323,321.7155903,385,4718.543272,1,971.1567284,1,355.6382057,2593,138,1,1135.2703,8,1139,488.6594374,150.4,1638.796534,851,429,189,162,251,1336,22,276,280,499,229.5,2840.3,24.9,3.1,3.7,0.1,107.6,81.8,105.4,65.9,49.9,925.2,0,0,149.4,541,0,0,73.8,544.1,138.4,1686.8,31.8,369,347.3,542.8,0,0,0,0,0
2004,3,5,4,10892.9,764.6,199.3,1580.2,6508.8,1905.5,2261.7,588.5,3051.4,731.3,309.9,74.8,172.8,872,2317.6,16952.4,12433.4,7894.6,1365.1,1017.3,1334.5,1296.1,694.4,260,6,6,0,1,42.5,403.2,1008,756.8,0,0,1039.2,2609.8,268,268,240.8,0,251.8,1576.711235,739.2,77.04166666,51,153.2,102.2,107.1,701,1843.605959,4720.176868,0,1123.836677,0,314,2593,138,0,1874.901582,8.8,1139,488,132.6,2314.802356,753.2,429,327,220,251,723,22,392,280,442,4639.8,1,882,1,314,2593,138,1,843.0703,8,1139,488,100,2005.996534,851,429,139,162,251,974.2,22,345,280,442,231.5,2865.2,35.9,4.5,5,0.1,108.2,82.3,138.1,86.3,51.7,957.8,0,0,160.4,580.9,0.3,0,76.4,563.3,141.9,1728.8,34.2,397,441.6,690.2,0,0,0,0,0
2004,3,5,5,11269.8,772.7,198.8,1635.3,6703,1930.8,2292.1,605,3112.9,765.2,316.1,74.2,184.3,865.7,2413.4,17717.4,12513.4,8064.7,1451.8,1038.6,1391.1,1304.3,694.4,260,6,6,0,1,42.5,403.2,1209.6,756.8,0,0,1060.3,2662.7,345.0608815,268,219.4,0,251.8,1724.438489,739.2,102.8416667,52.61,153.2,93.2,97.6,701,1661.377331,5502.443895,0,888.711027,0,314,3155.432357,138,0,1582.701582,9.83333333,1139,488,100,1947.602356,685,429,327,162,251,723,22,323,280,400,4629.4,1,882,1,327.8981408,2593,138,1,1135.2703,8,1139,488,100,2373.196534,830.54,429,139,162,251,723,22,414,280,499,225.9,2795.9,47.1,5.9,5.1,0.1,111,84.4,155.1,96.9,41.7,773.1,0,0,162.9,589.8,2.5,0,69.5,511.8,132.3,1612.3,33.4,387.7,533.5,833.8,0,0,0,0,0
2004,3,5,6,12145.8,806.8,205.8,1817.7,7284.3,2052,2455.4,657,3358.3,850.3,340.3,82.7,210.9,862.5,2669.7,19610.5,12882.5,8524.2,1625.8,1097.5,1556.6,1301.1,694.4,260,6,6,0,1,42.5,423.2,1097.7,756.8,0,0,1065.2,2675.1,478.8608815,268,225,0,251.8,1978.36521,863.7358646,128.6416667,78.41,153.2,95.6,100.1,701,1310.977331,5617.260696,0,882,0,314,4451.432357,138,0,1480.049181,14.03333333,1707.8,488,150.4,1580.402356,587.2,643.2,396,243,304.4379192,1084.8,22,254,419.8,343,4911.599188,1,1323,1,471.2,2593,138,1,1427.4703,8,1139,488,105.9230769,2480.401155,732.74,429,139,162,251,1084.8,22,445.7387612,280,442,218.1,2698.7,53.4,6.7,3.5,0,150.9,114.7,164.8,103,37.3,691.1,0,0,169.6,614.2,3,0,65.5,482.7,127.7,1556.2,35.3,409.1,521.1,814.4,0,0,0,0,0
2004,3,5,7,13182.9,854.2,222.9,2111.2,8136,2274,2778.1,762.5,3792.4,972.3,391.2,98.3,249,949.4,3042.4,22273.1,13780.8,9296,1762.1,1195.3,1795,1243.6,694.4,260,6,6,0,1,42.1,577.3,896.1,756.8,0,0,1064.9,2674.4,612.6608815,270.9229705,244.3,0,249.5,2030.970252,1233.335865,154.4416667,104.21,151.8,103.7,108.7,701,960.5773307,5829.437229,0,989.4841342,0,314,5747.432357,138,0,1187.849181,18.23333333,2274.678796,732.2,200.8,1213.202356,489.4,857.4,465,324,430.4379192,1446.6,32.8,323,559.6,286,5791.799188,1,1764,1,314,3889,138,1,1135.2703,8,1471.373551,488,156.3230769,2113.201155,634.94,429,208,162,251,1446.6,22,376.7387612,280,385,220.6,2729.5,44.1,5.5,7,0.1,176.4,134.1,182,113.7,28.2,523.8,0,0,177.3,642.1,0.1,0,70.9,522.4,136,1656.9,36.2,419.7,521.2,814.5,0,0,0,0,0
2004,3,5,8,13601.8,920.9,249.5,2292.5,8554.9,2422.2,3006.4,862.5,4128.7,1039.3,428.6,110.9,270.2,972.4,3201.3,23630.7,14938.5,9809.3,1757.7,1240.2,1918.8,1175.6,694.4,260,6,6,0,1,42.1,703.5231657,694.5,756.8,0,0,1067.9,2681.8,746.4608815,404.7229705,245.8,0,249.5,2397.993373,1356.327862,180.2416667,130.01,151.8,104.4,109.4,701,968.9916031,6095.640681,0,1182.080682,0,314,7043.432357,138,0,895.6491811,22.43333333,2706.103474,976.4,251.2,846.0023557,391.6,1071.6,534,405,556.4379192,1808.4,43.6,392,699.4,229,6396.079202,1,1937.920798,1,471.2,5185,138,1,843.0703,8,2001.176355,607.3584417,206.7230769,1746.001155,537.14,429,277,162,251,1808.4,22,445.7387612,280,328,217.4,2690.7,34,4.2,14.7,0.2,175.6,133.4,197.8,123.6,20.6,382.6,0,0,177.5,642.6,0,0,71.3,525.3,155.9,1900.3,33.7,390.8,514.4,803.9,0,0,0,281.3,194.5
2004,3,5,9,13431.9,945.9,267.5,2385.9,8771.1,2521.7,3195.6,921.6,4277.9,1056.2,434.6,111.5,264.6,977.5,3214.4,23531.7,15372.8,9948.6,1719.2,1249.9,1939.5,1051.2,694.4,260,6,9,0,1,42.1,905.1231657,492.9,756.8,0,0,1082.3,2718.1,880.2608815,538.5229705,225,0,249.5,2658.385091,1486.762813,206.0416667,155.81,151.8,95.5,100.1,701,1319.391603,6396.126285,0,1429.795078,0,314,8339.432357,138,0,652.6914792,26.63333333,3038.193012,1031.248675,301.6,734,293.8,1142.096165,603,486,682.4379192,2170.2,54.4,323,839.2,172,6265.190383,1,2284.765738,1,628.4,6481,207,1,584,12.2,2569.976355,851.5584417,257.1230769,1378.801155,439.34,429,346,243,367.0789195,2170.2,22,388.8795867,419.8,271,210.5,2604.7,40.9,5.1,21.1,0.3,164.3,124.9,211.3,132.1,16.1,297.6,1.5,0.2,182.3,660.2,0,0,77.1,568.4,167.2,2037.6,44.8,520,517.1,808.1,0,0,293.7,375.8,399.9
2004,3,5,10,13343,964.4,276.1,2436.2,8882.8,2602.6,3338,958.4,4395.6,1060.8,435,112.6,255.9,969.2,3189.2,23134.4,15428.2,9994.3,1672.9,1248.1,1951.7,819.4,694.4,260,6,12,0,1,42.1,703.5231657,403.2,756.8,0,0,1079.7,2711.6,1014.060882,672.3229705,228,0,249.5,2680.860129,1637.616611,221.9,181.61,151.8,96.8,101.4,701,1378.638648,6621.915117,0,1655.706246,0,441.0349689,9635.432357,138,0,584,30.83333333,2469.393012,807.3774254,352,734,196,927.8961653,603,567,808.4379192,2448.742778,63.2,392,979,115,6064.047893,1,2634.47058,1,741.6025448,7777,168,1,584,16.4,2874.618435,1038.116489,307.5230769,1011.601155,341.54,429,415,162,251,1902.805775,22,457.4008528,474.1955298,214,198.4,2455,45.2,5.7,32.6,0.5,152.1,115.6,204.4,127.7,15.3,282.9,3.3,0.4,182.6,661.1,0.4,0,77.7,572.3,171.6,2090.5,45.1,523,513.9,803.2,0,0,553.9,486.6,300.7
2004,3,5,11,13290.3,980.1,282.3,2468.7,8902.3,2653.4,3426,975.6,4475.5,1067.7,435.7,111.8,243.4,965.7,3144.1,22691.4,15404.7,9984.2,1623.5,1244.3,1957.3,680.7,694.4,260,6,9.3,0,1,37.8,501.9231657,403.2,756.8,41.5,123,1073,2694.6,1147.860882,806.1229705,249.8,0,223.7,2710.66204,1569.642918,221.9,207.41,136.1,106.1,111.1,701,1551.174765,6726.07899,0,1835.742373,0,598.2349689,10203.81758,138,0,584,34,1900.593012,563.1774254,373.34,734,248.9428571,713.6961653,603,648,682.4379192,2086.942778,52.4,323,972.9728147,115,5860.874552,1,2906.450835,1,584.4025448,8265.70917,237,1,584,18.4,2305.818435,1200.232422,357.9230769,1378.801155,243.74,429,424,162,251,1541.005775,22,472.5032771,334.3955298,168.25,182.5,2258.2,54.8,6.8,73,1,152.7,116,194.8,121.7,17,315.4,2.2,0.3,181.4,657,1,0,75.2,554.2,171,2083.9,40.8,473.8,493.3,770.9,10.7,16.7,127,486,302.8
2004,3,5,12,13117.1,982.6,289.4,2460.6,8846.1,2669.6,3467.8,983.3,4483.2,1061.6,432.8,111.4,237.5,973.8,3044.5,22161.6,15283.7,9895.5,1572,1231.6,1933.7,576.5,694.4,260,9,6.3,0,1,37.8,403.2,544.826147,756.8,11.1,32.9,1083.8,2721.8,1165.8,764.4,229.8,0,223.7,2533.50509,1422.328339,221.9,181.61,136.1,97.6,102.3,701,1901.574765,6734.929172,0,1904.992191,0,755.4349689,10482.94527,138,0,584,34,1331.793012,488,322.94,734,346.7428571,499.4961653,603,677,556.4379192,1725.142778,41.6,392,833.1728147,142,6677.558013,1,2768.183403,1,427.2025448,6969.70917,207,1,777.2658154,14.2,1737.018435,1033.877947,307.5230769,1746.001155,341.54,643.2,355,243,377,1179.205775,32.8,414,419.8,225.25,174.9,2164.8,77.6,9.7,184.7,2.6,158.4,120.4,180.6,112.9,20.8,386.5,1.3,0.2,183.3,663.9,2.6,0,75.9,558.9,173.8,2118.4,39.1,453.2,464.7,726.3,2.9,4.5,14.5,594.5,303.2
2004,3,5,13,12942.7,973.5,290.2,2438.1,8787.2,2666.6,3466.6,980,4465.8,1028.5,424.2,110,239.8,970.7,2962.2,21716.7,15170.7,9768.5,1538.9,1215.1,1918.7,562.9,694.4,260,12,6,0,1,37.8,403.2,746.426147,756.8,108.1,320.4,1094.1,2747.6,1165.8,630.6,213,0,223.7,2171.007734,1068.993642,221.9,155.81,136.1,90.5,94.8,753.8,2251.974765,6702.868612,0,1942.152752,0,912.6349689,9973.504153,138,0,584,34,1139,488,272.54,734,444.5428571,429,541.1111111,596,453.5718225,1363.342778,31.2,323,693.3728147,199,6986.364986,1,2327.183403,1,584.4025448,5673.70917,138,1,1069.465815,10,1168.218435,789.6779465,257.1230769,2113.201155,439.34,429,286,162,251,1541.005775,22,483,280,282.25,183,2264.4,83.6,10.4,236.4,3.4,172.6,131.2,168.1,105.1,20.7,383,0.2,0,180.2,652.4,1.1,0,75.1,553.2,156.2,1903.3,33.5,388.8,392,612.6,27.9,43.6,0,445.4,299.8
2004,3,5,14,12836.8,976.5,291.6,2421.1,8780.3,2659.5,3457.7,975.3,4448.5,1015.5,420.6,107.7,236.6,972.6,2941,21357,15049.5,9688.9,1512,1211.4,1899.9,557,694.4,260,15,8.1,0,1,37.8,403.2,948.026147,756.8,160.6,476.1,1094.4,2748.6,1165.8,496.8,199.1,0,223.7,1886.135495,739.2,221.9,130.01,136.1,84.5,88.6,1104.2,2602.374765,6602.286802,0,1876.334561,0,1069.834969,8991.613067,146.0330568,0,584,29.8,1139,500.7707216,222.14,734,542.3428571,429,472.1111111,515,377,1063.907583,42,370.0909091,553.5728147,256,6515.59678,1,1886.183403,1,741.6025448,4377.70917,187,1,1361.665815,8.8,1139,655.8,206.7230769,2480.401155,537.14,429,217,163.7142857,251,1486.054672,22,552,311.1006975,339.25,183.6,2272.3,99.1,12.4,315.4,4.5,193.4,147,164.3,102.7,21.2,392.8,0.9,0.1,196.6,712.1,0,0,82.7,609,141.3,1721.9,38.7,449.1,279.6,436.9,41.4,64.7,0,374.3,400.5
2004,3,5,15,12702.9,978.8,296,2384.5,8638.4,2648.6,3431.6,969.6,4390.9,989.3,415.1,105.8,228.9,971.7,2912,21050.2,14950.9,9573,1501.2,1205.4,1864,557.5,694.4,260,18,11.1,0,1,37.8,403.2,1008,756.8,188.4,558.4,1099.5,2761.2,1105.693534,630.6,175.3,0,223.7,1775.342748,915.801431,221.9,118.7,136.1,74.4,78,1454.6,2757.019666,6476.016031,0,1842.405332,0,1227.034969,7695.613067,215.0330568,0,876.2,25.6,1139,488,171.74,1101.2,640.1428571,429,403.1111111,434,251,723,52.8,439.0909091,413.7728147,313,5635.39678,1,1834.308727,1,898.8025448,4696.933644,256,1,1291.215469,13,1139,900,257.1230769,2202.8,587.2,429,286,244.7142857,377,1124.254672,22,483,450.9006975,343,178.2,2205.3,110.3,13.8,319.4,4.6,206,156.6,169.6,106,21.5,399.1,1.1,0.1,183.8,665.5,0,0,83.5,615.3,147.6,1798.6,41.4,479.8,166.4,260.1,48.5,75.9,91.3,315.5,501.1
2004,3,5,16,12630.1,967.2,290.1,2344.7,8484.3,2609.2,3369.7,966.7,4339.6,952.2,411.3,104,231.9,979.2,2849.2,21018.2,14935.8,9504.8,1518.1,1197.8,1854.4,542.7,694.4,260,21,14.1,0,145.1556063,38,403.2,806.4,756.8,97.2,288.2,1106,2777.7,1032,764.4,134.5,0,225,1895.765969,1285.401431,196.1,144.5,136.9,57.1,59.8,1805,2406.619666,6463.085,0,1899.536363,0,1210.8,6523.850324,284.0330568,0,1168.4,21.4,1139,488,222.14,1468.4,737.9428571,429,334.1111111,463,371.5514083,723,63.6,370.0909091,553.5728147,370,5139.291273,1,2275.308727,1,1056.002545,5992.933644,325,1,999.0154692,17.2,1139,1144.2,307.5230769,1835.6,489.4,429,355,325.7142857,503,762.4546718,25.06666667,414,590.7006975,286,181.9,2250.7,129.4,16.2,283.3,4.1,226.5,172.2,176.6,110.4,21.1,391.7,4,0.5,178.6,646.9,0,0,85,626.6,154,1876,39.1,453.3,60.1,93.9,25.1,39.2,195,179,505.3
2004,3,5,17,12778.4,968,288.7,2345.9,8390.5,2564.1,3334.5,967.4,4348.2,955.6,414.5,103.5,237.2,942.4,2904.2,21505.2,15140.4,9594.3,1572,1212.2,1876.7,532.4,694.4,260,20.1,17.1,0,1,38,604.8,604.8,756.8,55.5,164.5,1114.5,2799.1,898.2,898.2,55.3,0,225,2265.365969,1604.139699,170.3,170.3,136.9,23.5,24.6,2155.4,2056.219666,6629.318144,0,2048.603219,0,1053.6,7347.477665,353.0330568,0,1055.433895,25.6,1139,492.6372203,272.54,1186.617265,835.7428571,429,265.1111111,544,497.5514083,916.930326,74.4,439.0909091,693.3728147,427,5313.099514,1,2716.308727,1,898.8025448,7288.933644,394,1,706.8154692,21.4,1707.8,1388.4,357.9230769,1468.4,391.6,618.1804571,424,406.7142857,629,723,35.86666667,345,730.5006975,229,163.8,2026.4,136.8,17.1,205.6,2.9,252.8,192.1,169.4,105.9,19.8,367.8,8.2,1,172.3,623.8,0,0,85.1,627.4,191.1,2329.1,39.4,456.7,18.6,29.1,14.3,22.4,299.1,34.7,368.1
2004,3,5,18,13186.5,1009.5,285,2513.5,8782.8,2586,3433.6,980.3,4495.1,1104.5,431.5,110.3,255.5,870.2,3176.7,22529.6,15598.8,10024,1636.7,1261.9,1956.2,524.6,694.4,260,23.1,20.1,0,1,38,806.4,403.2,756.8,13.6,40.4,1119.5,2811.5,1032,1032,32.5,0,225,2634.965969,1973.739699,196.1,196.1,136.9,13.8,14.5,2505.8,1705.819666,6958.156415,0,2347.564948,0,1210.8,8643.477665,422.0330568,0,1347.633895,29.8,1707.8,736.8372203,322.94,1411.519591,737.9428571,429,334.1111111,625,623.5514083,1278.730326,85.2,370.0909091,833.1728147,484,6193.299514,1,3157.308727,1,1056.002545,8584.933644,463,1,876.2,25.6,2276.6,1632.6,408.3230769,1101.2,293.8,832.3804571,493,487.7142857,755,1084.8,46.66666667,276,870.3006975,172,184.1,2278.8,156.8,19.6,230.8,3.3,263.6,200.4,162,101.3,18.5,343.7,8.9,1,178.5,646.3,0,0,80.8,595,195.5,2382.3,41.3,478.9,54.5,85.2,3.5,5.5,28.3,0,199.9
